Id,Text,Trinary,Source
1789,say bye bye Autotune lol...Autotune is still good though...for that electronic style in the vocals...but but this shit is the bomb! too damn realistic forreal,-1,
1790,"""I remember my housemates and I crowding around my television to watch this; we loved it, it was such a good spin-off.""",1,
1791,Food is food.,0,
1792,well thats just the shake pulling through the mouthpiece.learn to roll the mouthpiece of your blunts and joints better and you won't have this problem.sometimes i put a few little stems in the mouthpiece to keep any buds from getting through,-1,
1793,No shit it altars weather patterns ` this caused the earthquake in China in 2008 ` the earthquake sure did grab attention away from the brutality in Tibet.,-1,
1794,they need to put this on itunes.,0,
1795,@GregoryD57 Haha your lack of irony is hilarious mate.,1,
1796,Im Ancraophobia,0,
1797,she is wearing a thong...hawt!,0,
1798,"""lol wth i just noticed the guy in the background going """" ughh ugh ugh ughh""""""",-1,
1799,he lifts the stone up as if it weighs 10 pounds,0,
1800,I wonder how many people watch this show. Uh.....hopefuly EVERYBODY!,0,
1801,The beginning was the best so wishie washie spreeso washy washy!!!!I about died for that,1,
1802,God be with her during this time of pain. I pray for her and Michael Jackson's family to have strength and find comfort through the memories they will mever loose. God Bless xxxx,-1,
1803,my favorite track from the new CD...it's awesome,1,
1804,ROFL,1,
1805,The chord move from the bridge into the new solo just makes my skin crawl. I love it!,1,
1806,that candy apple red and rosewood is growing on me.,0,
1807,The boost force direction is opposite the camera moving direction.,-1,
1808,"""words can't describe how much I hate this song, and how I nearly kill myself singing it in Lego Rock Band""",-1,
1809,wait who sings this.........? XD,1,
1810,Every song he ever sings makes you feel like you are really there and can or have lived in that moment.,1,
1811,"""hi sunny. i live on the east coasts long island. i have about ten black wallnut trees on my horse farm and i just went out to pick a bout 100 today and now i need to crack them. last year, i had a harvest of about 1,000,000 and my italian grandmother came up with a new way to crack open the wallnut. what she did was put it in a sock and beat them with a hammer. try this idea and tell us what you think. is it easer than the nut cracker""",1,
1812,Why I love my knight xD,1,
1813,"""The film is good but the message is very obvious and biased. It's basic premise is to honor the draft regardless the price or the mission. Long live the republic, but may the empire it has become become may never sustain the agony it's inflicted on the world.""",-1,
1814,You should use your knight to search vats and other things that could possibly hurt you because he can take the most punishment.,-1,
1815,Purely Adorable!!!!,0,
1816,this match was way better than mike mo vs. billy marks,0,
1817,I still miss Louie Kaboom!,-1,
1818,"""Vary nice work. Excellent detail, I want one too just a wee bit bigger. I can here myself from DX land cool.""",1,
1819,They need a higher rating system for this one. Absolutely amazing in every way! Quite possibly the most original concept on youtube. Keep up the good work.,1,
1820,Why shouldn't evey wound hit him?,-1,
1821,WTF im trying to make pancakes not a bomb!,-1,
1822,"""fuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu rrqthmet mu kan qu heh lol, nice work""",1,
1823,wtf is this... proberly the worst shit i have ever herd...,-1,
1824,sorry but pittiful,-1,
1825,"""I have no idea what """"yes, idiot"""" is supposed to mean. Ditto goes for your """"YOU!"""" comment.As for """"cock"""" meaning both, then it would be equivalent to our """"dick"""", which is generally not bleeped when used to refer to a person.""",-1,
1826,Heavily edited with ads......there is like a half hour missing from this movie WTF? What a rip-off!,-1,
1827,@AttitudeEra9701 hell yea i peep dat 2,-1,
1828,"""You should be able to do this in CompositeLab. We filmed the actor against a greenscreen, then animated him disappearing into the floor. A displacement filter was applied to create the wibbly effect. The full DVD has more info.The easiest way to apply a mask to grading is to use a grade object, which can be found in the 'effects browser'. This can then be masked like any other object.""",-1,
1829,"""eh, blue beam already, china must be a bigger threat than I thought.""",-1,
1830,Thank you! This helped me on my excel homework !!!!!! -[A thankful college student],1,
1831,What the music to this dance?,0,
1832,Nice video 5 stars,1,
1833,How about a Dodgers v.s Giants inning man?,0,
1834,"""Noel is now a better singer than Liam, no question about that.His voice has remained strong ever since the 90's.What a man Noel is!""",0,
1835,IRAN delivers TERRORIST ATTACKS through out the world!!!,-1,
1836,"""Totally agree man. The Knicks (and the whole league, for that matter) need to play with more heart and less B.S. Get the Knicks Complete History on DVD, it's great to go back and watch the old playoff games...so many great memories!""",1,
1837,@alazrenda9 you could hear her voice is kind of raspy when you use your voice to much it gets like that,1,
1838,werd my friend werd,1,
1839,"""I thought I saw a Pussy Cat! I did, I did...""",0,
1840,I'm just...over the moon.,0,
1841,Tabs PLEASE dude. Thanks lol,1,
1842,"""Sometimes?blak12345, Sega always rules. -_-""",0,
1843,funny thing iz his singing isnt really dat bad so i dont undastand why he would use autotune,-1,
1844,Thomas Jefferson - The tree of liberty must be refreshed from time to time with the blood of patriots and tyrants.,-1,
1845,"""This reminds me of the book """"Longitude"""" by Dava Sobel about the invention of the marine chronometer...great book!""",1,
1846,"""You are evidently uninformed. These people are trying to create legitimate green business opportunities. They have already succeded in starting a concentrated solar photovoltaic manufactureing division. Plus many other succesful spinoffs of thier endeavors over the last several years. There has been bumps in the road, but if it was easy everyone could do it. What have you done lately to reduce the worlds carbon footprint? Please be slow to criticise untill you have all the facts.""",-1,
1847,The music start at 4:19 Nice Song If You From South Central,0,
1848,"""They used Shawn's real name, Shoot Sketch!""",0,
1849,Yeah. Terrible driving happens to everyone that has Mario Kart. (When they first play it.),-1,
1850,WHATS THE SONG @ 1:00 @??????????,0,
1851,Love eva!!! Does she say parker in an english accent at 2:10? lol,1,
1852,""",,ah right,he,s a chef /""",0,
1853,"""bonek - aksi barbar, sebuah kemuduran peradaban""",0,
1854,"""@jaguarfast1 he sings """"theres gotta be more"""" at the bridge""",0,
1855,Dont you ever wonder how Lil John gets his voice like that? O_e It scares me sometimes!,-1,
1856,Nice Video.,1,
1857,"""I belong to a secret group which is connected to the Catholic Church. It's called, """"The Knights of Columbus.""""""",0,
1858,"""You are so sexy! And I like how honest you are, """" not like the one you have at the restaurant but it's pretty good enough."""" Wont cheat. Marry me and cook for my fat ass!""",1,
1859,crazy,-1,
1860,The farts starting at about 1:57 sound like whales farting under water. I'm laughing so hard I'm starting to snort like a pig!,1,
1861,Your videos are charming! I'm completely in love with your show! Thanks for taking the time to share :),1,
1862,Go online till sunday morning then go too sleep,0,
1863,"""But what if u DO like it? i think this song, or at least the way u sing it is wonderful and beautiful and awesome lol""",1,
1864,"""great song, great video. thank you!""",1,
1865,Are the speakers weak? How is the music player?,-1,
1866,i know its a movie..but man would it be hard to make those shots on a horse..still awesome though.,1,
1867,Good times role!,1,
1868,"""I'm not a businessman, I'm a business, man""",0,
1869,"""STOP YOUTUBE!!! For your information, Youtube is getting rid of all Anime videos.Every night at 10:00p.m. they have a maintenence that deletes any videos that are Anime...To stop Youtube from doing this, You need to get enough people to Protest...To do this, please help by Copying? and Pasting this message to all of the Anime Videos from being deleted. STOP YOUTUBE !!""",-1,
1870,"""otro receta que bueno, gracias Sr Max por la receta de pan de jamon, la bote de homerun en la fiesta no quedo nada :)""",1,
1871,XD awesome,1,
1872,"""0:24 Birnes: """"You guys want evidence? Melanie will show you the evidence."""" Sounds very convincing but as always, their claims and emotionally-charged language come to nothing. This is is *no way* evidence that aliens are visiting our planet. Is it unusual? Of course. But we've all seen unusual things and they're hardly proof of anything so outlandish as alien/human crossbreeding. Hate these guys.""",-1,
1873,Great just the way I teach,1,
1874,then you do it dipshit the album came out yesterday. stopp bitchinnyoo,-1,
1875,"""I think the Ridgeline is fantastic, but the one thing it has always lacked is a more powerful V8. I mean, 250bhp...come on.""",1,
1876,There not actually bakc together are they ? i thought it was just a few one off re-union shows ?,0,
1877,"""harmans FACE wen prem sed it was a joke!! LOL!!!!! it was lyk, """"WOT?!"""" lool!!""",1,
1878,Thanks for the compliment! :D I used Windows Movie Maker,1,
1879,baaaaaaaaaaaaaaad,-1,
1880,hey im really not hip to the theory scene. but what is that main key change or mode change? Thanks,1,
1881,I agree!,0,
1882,me too,0,
1883,DBZ is the only series that can have a bunch of games with the same story in every sequel lol,1,
1884,para sonear con barroso habia que estar loco.barroso sonero mayor por siempre!!!,0,
1885,Ayy it' the 'chav' from misfits ;),0,
1886,Check out my box chevy,0,
1887,"""Thanks for making this. It's not the most wonderful place, but its my home and i love it!""",1,
1888,lapizita,0,
1889,"""And, oddly enough, it had nothing to do with the fact that she has a nasally voice or even that one of two guys ate a shrew and then sifted through poo to look at what came back.Too bad I didn't have an ahkshuwaytor.""",-1,
1890,haha go steve maz n zoe bby!!!! n zoe says she gets stage fright i looks it!!! steve coulda put bit more effort in tae it!,-1,
1891,he's kinda cute...not gonna lie,1,
1892,@TacticalAce89 fraps? yea,0,
1893,GOD i cant wait 17 days till BCT then i go to Sill for AIT.,0,
1894,Damn. Kim rocks.,-1,
1895,"""@RedDevil2oo9 naaa , hes took a step up , he scored 33 goals in 35 macthes for madrid , Man u will never reach the prestige of real madrid ! , however i hope man u beat chelsea this season !!!! Hala madrid""",1,
1896,"""i still dont understand, is there an adhesive or does it slide into a crack to keep it up?""",0,
1897,love it so does katy and madge,1,
1898,"""I didnt know the guy with the crotch gun did the effects! He was awsome in the film hate he turned though! Lost Boys Corey.H and Corey.F cant go wrong! Truth, Justice,and The American Way!!""",-1,
1899,They should have never parted,0,
1900,I can watch this over and over. GIRALDO is such a legend. Leary is a whiny little bitch.,-1,
1901,got lockers?...,0,
1902,They should of had their home nult like fort Knox due To the type of pej they do assholes hope they burn in hell nice n a slow,-1,
1903,thanks for the upload :),1,
1904,watch?v=gEG8bBqUFRU,0,
1905,"""The end of this where Rini is running to Neo Queen Serenity and she hugs her and Rini is crying... it ALWAYS makes me cry!!!! In Japanese, she's not as happy to see Rini =/""",-1,
1906,@savage44ever ,0,
1907,"""Thanks for posting this fun video. Loved it. The music is Stan Kenton's """"Harlem Folk Dance."""" Ted Herbert, the hilariously prissy, bumbling """"professor,"""" is no doubt the look-alike brother of comedian Hugh Herbert, who made dozens of films in the 30's and 40's, and who played a similar simpering, giggling character.""",1,
1908,"""I feel like such a moron trying to reload this, it keeps freezing. Lol, terri sent this to me. -with no warning. 0.o""",-1,
1909,love this song,1,
1910,"""One of the reasons this injury takes months to heal is because you use your pec minor constantly. When you raise your hand you are using your pec minor. Go to shake someones hand? Using the minor again. You basically can't avoid using it, but you have to stetch it out well (have a PT do it, don't trust yourself) and strengthen it (also with a PT),""",-1,
1911,"""Our govenment should stop policing the word, instead, the should take care ist citizens healthy the way americai is to be.""",1,
1912,Appreciate your review. I'm looking into barefoot myself and your rundown of features and explanation of sizes helps. Thanks.,1,
1913,Nice song. Does anyone have a good bass cover fir this song???Post it please.,1,
1914,"""Aaah, I see. I was beginning to wonder if the scene was from the 5th movie. I thought it was supposed to be from the 6th. Incidentally, when the 5th movie came out is when I started losing interest in Harry Potter. XD;""",-1,
1915,"""This is a very good film, I found it for free here: viewfilmsfree (.) com""",1,
1916,Shes a bad lip singer o.o,-1,
1917,actually he was drunk and i surprised him dumb fuck. i dont even WEIGH 200 pounds so why dont you go get a fucking life instead of talking shit about things you have no fucking clue about.,-1,
1918,"""lmao i love...""""a pair of scissors...with your parents permission!"""" hahahah so funny! This is a cool video! I love those fortune tellers!""",1,
1919,Godbless Vic,0,
1920,the body of the vulture is a bong,-1,
1921,"""The proof is in your misleading video at 7:07.First, you attack other lock companies, then you attack the companies that test them, and now you're attacking the people who you're trying to mislead? Yeah, those business ethics are gonna get you far.""",-1,
1922,you have a great figure! luckky youu,1,
1923,"""my bathtub has the jets and i NEVER use it when im in the tub because its so powerful, one time me and my little cousin were playing around, and we poured the WHOLE bottle of bubble bath in, and tunred the jets on, and the Whole ENTIRE bathroom was filled with bubbles!! FUN TIMES!!""",1,
1924,"""Maybe if English was your first language you won't have taken my verbal beating so badly. I'm glad you heeded my advice and pissed off, as we both know where this would have ended.May I ask, do you have a job? It's just I'm trying to imagine who has the time to argue at the hours you do, and I just get 2 answers, which is that you're either a student or unemployed, or maybe even work part-time, either way something tells me the anger you show is at yourself for not achieving much at life?""",-1,
1925,"""-cries-this is such a shame ):child abuse is horrible.i hope you are ok now,all your poems are great :)""",-1,
1926,thaks maha great stuff,1,
1927,@stevieray09 Yep uless a cop is a hard ass but its totally street legal i cut the crap out of mine and my tires stick out so frickin far no cares... and plus i talked to state patrol and they also said it was totally cool,-1,
1928,Sometimes people do not feel sympathy.....Some just have a curious interest about killers- I do because I like to learn about the human being and the animal that is in us all...yet most of us believe could never be unleashed-yet can-,1,
1929,I like the imagery in the background during the interview - really projects the feeling of passion and freedom with your art,1,
1930,@jorgeplascencia08 i feel skeptical but Im also the kind where Im desperate Im about to try anything...I will say a prayer for you that things will get better!,-1,
1931,This is #2 on the list of their best songs number 1 being Almost Lover<33,1,
1932,you had better watch that boy shit...,-1,
1933,Boob sweat at 0:29 /:,0,
1934,"""@beatlefied70 Nah, he said it was because he was """"exhausted"""" when he gets through with the show and doesn't want to be bothered. He says people are always coming up to him after the show and he just wants to be left alone. I can see where he's coming from""",-1,
1935,pittsburgh needs to be blown up. they let these mother fuckers do whatever they want. i can NOT stand these pussies. stanley cups or not the penguins are fucking gay.,-1,
1936,"""lol i love this guy man""""THIS ONE RIGHT HERE GOT SERVED TO SOME PLAYERS, THEY WAS PLAYIN BUT THEY ALSO GOT PLAYED""""""""THEY LOVE IT FOR $20 DALLAZ...ALL THE TYM, ALL THE TYM""""LMAOOOOOOOO""",1,
1937,great vid...the only thing is that it had too many reggie bush,1,
1938,first comment :D,1,
1939,@NOLINKNEWS k thanks just couldnt make it out,1,
1940,long time no see....omg im old.,1,
1941,i am really close to buying this but there is one thing that im not sure about that nobody will give me a straight answer for : CAN ........ IT.........PAUSE......yaknow like make part of a video then continue in another room or is that somthing you have to edit in or is that somthing you cant do at all???,1,
1942,more videos,0,
1943,And your arm was being squeezed against your own face. It's called a pillow choke. And obviously it was a strategic way to tap someone out quickly. It worked now didn't it? Ahhhh.... can't wait for the show. Good luck taking that title.,-1,
1944,"""1:30 - theirs a Wizard that follows you, """,0,
1945,@DAVIZAO12 HELLZ NA,0,
1946,@MisterQuebec yeah yeah STFU,0,
1947,face meeda wrinkles kanapadutunnai... dialogues e konchem athi ga vunnai.,0,
1948,Did ketamine make you wear that terrible coat and bandana combination?,-1,
1949,"""this is the 4th time ive gone through ur fatal frame series, thnk u snake for bein awesome!""",-1,
1950,awesome. I've got to get this someday.,1,
1951,Aaah!!! <3 My two favorite. SNSD + Lena Fujii :),1,
1952,thanks man yeah I like the way it looks in the dark it kinda trips me out when I stare at it when I am drunk lol,-1,
1953,this is the best song. its sad and beatuiful and i play it in my head over and over again. it reminds me of me dead aunt. I miss u so much,-1,
1954,moves to much like a walker,1,
1955,mate thats awesome!!al,1,
1956,"""good job on the video man.R.I.P Sean Taylor #1,26,36,21we love you & miss you..""",1,
1957,We have allsorts of tricks up our sleeves her at S-CAT.,-1,
1958,great job tom! i liked your lighting work especially. [the blinds were a nice touch too.]-tyler,1,
1959,"""Can't decide which is funnier, Fred or Hank...""",1,
1960,Why is my post repeatedly removed?Five times it is posted then removed.whats up with YT?,1,
1961,"""As a Christian, it is mind-boggling to me that Jews can't enter Joseph's Tomb. Though Israel regularly hurts herself by her concessions & appeasement, I am surprised that she has not protected this site for Christians (since we consider Joseph to be a """"type"""" of Christ).""",-1,
1962,"""i didn't expect the cheapo speakerset, i was thinking of audiophile 2.0 speakersets from M-audio or whatever. oh right, u still need a screen + keyboard.And why such a high end PSU? when it only has 1 gfx card, and a few harddrives.i'd say an 850w modelwould be more thn enough for this, but it's always nice to have extra power when it's time to upgrade""",-1,
1963,man y is this so beeeppiinnng good,1,
1964,this hot spiff real talk much luv to everybody in the video,1,
1965,City dweller here. Never been on a farm. Thanks for a glimpse into your world. Seems more rewarding and more fulfilling than my own world of concrete.,1,
1966,@marsh1998 Was it a 1973 model? This one is a real hot rod.,0,
1967,WOW,1,
1968,@marius10may genius,0,
1969,That thing is sick!,-1,
1970,Alright Stop!.........Pajama Time!,0,
1971,...OMG lol its weird I was watching this saw babz then sylv... I was like did I read it wrong lmao.,1,
1972,oh please James as Fred can't be the same person as the dangerousand handsome Johnny Madrid on Lancer. I know it is and an actor has to start somewhere but I can't hardly bear to watch James as anyone but a cowboy. Yes I am prejuidce. These old sitcoms were awful and I am old enough to remember them,-1,
1973,wolverine 0:26,0,
1974,coool! should have pup the strings farher out so we can see it better!,1,
1975,"""totally amazing song! soo meaningful, it makes people reflect on things that has happened to them! a nice melody! i love it!""",1,
1976,So CUTE!!!,1,
1977,i am up,0,
1978,"""you have penguin storm,so? I have it too and when u be rockhopper,no one else sees it!""",-1,
1979,es el mejor sketch que hubo en hazme reir.,0,
1980,Hillarious!!!!,1,
1981,"""Great video. I already know how to make a brochure and everything, but I was hoping someone could tell me why my print preview cuts off at about 1/2"""" before the right edge of the paper. I've checked the margins and even set them on zero. I've also made sure the grid guides (imaginary blue dotted line) are at the very edge of the paper. No matter what I do, my problem doesn't go away. And I definitly know it's not my printer because like I said, this error also shows up on the preview.""",-1,
1982,It looks like something is peeking around the door om the right at :53 and if you pause it at :54 you can see it even better.. it looks like black curly hair.. then right when ur leaving the room look on the floor to the left at 1:34 in the exact same spot where the black curly thing was.. there is a see-thru anomaly,-1,
1983,You are a pathetic Loser! If you going to spread crap take some lessons from the decease Nazi Propaganda Minister Joesph Goebbels!! Yep your fat pig Dear Leader Kim allowed 2 million of his own citizens to die from starvation. I hope you are proud of this.....,-1,
1984,"""This was a pretty good documentary, but there were some things they didn't explain. How do the skewers land? How do they take off in the first place? How can the gyrosprinters mate with their back legs fused together like that? What exactly are those jet-darter things? What caused the oceans to evaporate? How do the grovebacks bury themselves? I was kind of looking forward to them eventually explaining these things.""",-1,
1985,GUST GO TO HELL THAT IS NOT A JOKE IS IT ??,-1,
1986,wtfff! kimmm that was supposed to be personal!,0,
1987,"""Angel, thank you so much for taking time to stop by and listen, I really appreciate it, my friend :)Tom""",1,
1988,"""the tension in this scene in the flat is unbelievable....they are such good actors to create such an amazing atmosphere because even though what they are doing is wrong, you find yourself seeing their point of view and supporting their relationship, where as in reality, you wouldn't...well I wouldn't. Incredible Streep and Niro!!!""",-1,
1989,ahhh the starship i was bravo 787th what class was this mine was january - june 09,0,
1990,What really stinks is this Wheat Thins commercial.,-1,
1991,"""I have tried and saying """"grapefruit"""" twice also works.""",0,
1992,"""Ok so name me one scientist who does not agree or who has disagreed through """"peer review"""" who you do not consider an idiot. Obviously peer review in this field is worthless. We need more than """"it's likely."""" From what I have seen the whole group of AGW scientist should be thrown out.""",-1,
1993,"""Okay I never comment on this show but Alan Colmes, come on no need to invite this guy to your show, he is the Media equivalent of Tom Daschle, he sucks""",-1,
1994,I love you,1,
1995,Just a fantastic performance. I saw him in the late 80s but missed Belew and got Earl Slick instead.,1,
1996,This is such a Great song! love it!,1,
1997,sickkkkkkkkkkkk,-1,
1998,awesome!,1,
1999,dude u rock i had to just fly up there,1,
2000,Wow how did this not show up??Very nice job!! I want to see this episode.,1,
2001,@suensmith ......this is why kenya will never develop,0,
2002,you got my vote!,0,
2003,This song brings back memories of 2005 and isn't Jim Carrey in the music vid? My memory ain't that good on this song,1,
2004,"""@IGBJKLHOIGI The real god? Then why does that read """"There's no other god than allah""""? Shouldn't it read there's no other 'alah' than 'alah'? Hmm?? BTW, 'alah' in paleo hebrew (such as the inscription in the film) means CURSE. Go figure.""",-1,
2005,all this needs is yngwie malmsteen.,0,
2006,I'm guessing the golden minigun is a skin?,0,
2007,this is...so...bad...,-1,
2008,"""Oh man, this really sucks now. I got jock itch(ring worm-tinea Jacque itchicus) from these scabies. No worries though. I'm treating it with tough actin' tinactin. DAMD THES SCABIES!""",-1,
2009,is nich death by house...stranger to.....,-1,
2010,podrian poner la informacion en espa?ol porfavor?,0,
2011,Develope all the state not just BLOODY ABUJA IF NOT U ARE A JOKE TO THE WORLD.,1,
2012,cool,1,
2013,man i am very sorry for that man 07:46 and all of the people who lived war,-1,
2014,!!!!!!,0,
2015,"""It was a 'Major' political catastrophe, oh the puns that were never meant.""",-1,
2016,"""I remember pickin' up these guys in 1983 in florida in my pick- up...they were broke, and that fishman guy was barefoot.....i gave 'em a dollar and they went into the corner store and bought themselves a big bottle of pal's orange soda....never saw 'em again.""",-1,
2017,"""jajajajaa la cara de patito cuando ve a la abu,,, y despues cuando la abraza jajajajaja""",0,
2018,"""sharat chandra varma, you are great. thanks for writing beautiful songs. I listen your dad's songs everyday.""",1,
2019,i <3 katy! california gurls... i am 1!,1,
2020,"""Brilliant medieval tech support ? totally hysterical...Karnt stopp ghiggling, and have to view it multiple times.""",-1,
2021,why cant todays music be like this??,1,
2022,"""Great song, thanks for reminding me""",1,
2023,@governmentuser85 haha.,1,
2024,@48jarmell the illuminati is dead.,-1,
2025,Yet Obama panders to these people.....oh the irony,-1,
2026,Really Good Song :),1,
2027,aaseriously guys there must be some nice men out there i am so lonely,-1,
2028,jamming to this song ryte now!!! love from colorado!!,1,
2029,what?Tip: Us punctuation and people might be able to read your commentNo offense,-1,
2030,What is that movie called?,0,
2031,wat a load of wank..world turned upside down is an old workers song about the diggers...twats,0,
2032,Grata sorpresa ver a Wilkins cantando ?sta canci?n. Yo no hab?a sabido nada de ?l desde hace tiempo. Se convirti? al cristianismo? Siempre conserva una bella voz.,0,
2033,the squeeze machiene is kind of like meditating :) I want to go to Colorado State University to become a student of Dr. Grandin's. She is brilliant and I too am interested in the humane treatement of animals; but also people. I'm against Monsanto's GMO corn and hormones and antibiotics that are directly affecting people who work with the animals. I think all animals are entitled to sunlight (which most chickens do not get that privalege). I also think small farms are better than mass production,-1,
2034,i feel really bad :'(i wish i could help... i will still try to look for him all over Toronto...,-1,
2035,hard to tell who publishs the book. You should let us know those things when you review so we can chase down those issues more easily.,-1,
2036,Is that idiot one of TJ's burger-munching chums? I hate these publicity stunts! What an obnoxious turd! And he has that lying bearded moron at the beginning!,-1,
2037,uno mas and I am complete :D,1,
2038,Thank you so much for posting this!,1,
2039,that was the best guy scream the i have seen in a while! XD,-1,
2040,Ireland at it's best !!!,1,
2041,"""It won't let me comment a link, so i'll PM you. ^ ^ :;sorry.""",-1,
2042,"""I know, right?""",0,
2043,I am not a Bangladeshi but I love her songs. Not only her voice but also the videos....,1,
2044,Cool Video...What's the name of the song playing?,1,
2045,Ready to night party and meet naughty women **mworld5.info**,-1,
2046,"""LMFAO, i miss that old trent, now trent is just old, lol, but hes still god""",-1,
2047,amazing!,1,
2048,Hmmm more like a movie trailer,1,
2049,"""This is beautiful!! Please, unsolicited Indian telemarketers, please, watch this video and practice it!Just a suggestion, it'd be awesome if you had Subtitles for each word you said... you can make them using """"YouTube Annotations""""""",1,
2050,yes yes yes yes THANK UUUUUUUUU now ill get my 360 i play my fatass online with my frined THNK UU SSSSOOOOO MUCH DAME TEACHER DIDNT TOLD US HOW TO DO IT,-1,
2051,VERY WELL SAID!! Pero sana TAGALOG yung usapan para siguradong maintindihan ng masa. :D,1,
2052,"""Please write """"I love you"""" in Navajo! I can almost figure out which word is which in the sentence but it's hard without seeing it written.""",1,
2053,YOU USED FLANDRES THEME! i still cant get to her extra stage D; also good lineart XD,1,
2054,wow are you shiting i want my 4 sec back,1,
2055,such a simple song...but so mesmerizing. :),1,
2056,this song is so cute <3 =),1,
2057,"""Great as always, but personally i like it when you commentate the replays of the game not the first person cause you can focus more on the battles and the other players and less on button spamming.""",-1,
2058,hi asenath1954- its between market place and jennings brewery.,0,
2059,is this a dado machine?,0,
2060,"""Greetings from the caves of war. My name is Sgt George LucasI am an American soldier, serving in the military with the army's 3rd infantry division based in Iraq/ Baghdad. With a very desperate need for assistance, please contact me as soon as possible with my private email address which is my only way of communication email: (sgtgeorgeluc101@aol.com) Thanks and God bless us all. Sgt George Lucas (sgtgeorgeluc101@aol.com)""",-1,
2061,you make very lovely babies :) bless them,1,
2062,@wowvicio S? pode ser gordo,0,
2063,"""ok i just copied it all off the website and im building my first pc but im trying to get some top of the line stuff thats not like crazy expensive, but now i have the cpu off my dads old computer i just need a case and mobo, which i know the case i just need a mobo""",-1,
2064,For anyone considering cataract surgery...don't watch this video! I'm sorry that I did. It caused unnecessary anxiety. I had this surgery two days ago. Before the surgery I was given drops to numb the eye. The sedative they give you in the operating room put me out immediately. I was not awake during the procedure. . I had very little pain afterward. A Tylenol took care of it. And the difference in eyesight is phenomenal.,-1,
2065,72 hours.,0,
2066,"""@Tsuruta1 I would hardly call america's colleges and universities' view of history """"mainstream,"""" particularly because the views are not unanimous. What is true, however, is the uni system has accountability because faculty risk their career by spreading""",-1,
2067,Is this a sound stage dressed as a bar ? WTF ?,-1,
2068,Kostenlosen Mail Bomber hier bei mir zum Download.,0,
2069,shes holding her hand but awesome 5 stars from me,1,
2070,the snow is so beautiful,1,
2071,bullshit,-1,
2072,"""AH, I see you've already seen the Moo-norail. It turned out well. Though the best are yet to come!""",1,
2073,Very nice!,1,
2074,one of the best actors ever!!!!!!!!!!!,1,
2075,Is this game more accurate on the Xbox 360 than the PS3?,0,
2076,"""Everytime I look Madhubala is more beautiful than ever, the beauty takes ones breath away! this is God given, they dont make them like this anymore""",1,
2077,"""Doc,""",0,
2078,Totally RAD BETCH. Linux is the best.,1,
2079,Thank you so much for posting this.,1,
2080,I wish we had a nellyville.,0,
2081,Try Latino brides in your area ** sarafox.info **,0,
2082,"""De lo que me pierdo, papasote!!! no te eh olvidado israel sigues siendo mi amor platonico.""",1,
2083,its designed after a benneli m3,0,
2084,"""Question, is it all right to use beef stock instead of water?""",0,
2085,Wow. Amazing video. I'm starting nursing school soon and hope to be a flight nurse one day.,1,
2086,Oh God...*overwhelmed*,-1,
2087,P!NK... Amazing... You are Fuckin Perfect.. I have listened to this song all night Thank you for all you do. Never stop :),1,
2088,"""Reminds me of those """"abducted by aliens"""" testimonies ... no-one will believe the poor rhino. """"Seriously, there's a big chunk of my ear missing, and I had bruises all over...""""""",-1,
2089,my brother died and were very close i cryed for a long time and i still havnt got over it he was one of my best friend,-1,
2090,is that rickey gervais?,0,
2091,FUCK!That Was Epic!,-1,
2092,"""They totally had the iPad 10,000.2 back in those days, =p(psst, this is Anwyn btw, =D)""",0,
2093,Those trails look like fun,1,
2094,"""Don't forget to Enable 'Simple File Sharing' again. And make sure you try this on a Test File or Folder first, or you may accidentally lock yourself out of your important File or Folder.""",0,
2095,@BoX098 lol mine too!,1,
2096,"""im doing this in september. how many press ups are you suppose to do, im rubbish at them :(""",-1,
2097,"""Wow....the gols can two shot a pylon, but can't beat those carriers?But then again, the dragoons were WAY OP'd against the bunker, and the Gols were WAAY more OP'd against goons and the Carriers were just OP'd in general.Awesome video x}""",1,
2098,Dick Butkus is one of the toughest mother fuckers ever. If you don't believe me take it up with him.,-1,
2099,I mean Chew chew!!,0,
2100,great video u should join my program and checkout my channel,1,
2101,"""results of demerit1. a mark against a person for misconduct or deficiency: If you receive four demerits during a term, you will be expelled from school. 2. the quality of being censurable or punishable; fault; culpability.""",-1,
2102,If We dont do something about these freeks than we are stupid!!!!!!!!!!,-1,
2103,Gibbs smirks as though he's seen it all before. cute I love TIVA!,1,
2104,ah man you saw the tour!?!?!?! lucky duck i wish i could have seen it,1,
2105,awesome . i hope sony listen to u,1,
2106,Right lane was a heads/cam LS1 with a 150 shot,-1,
2107,this song is cool,1,
2108,niiiiiiiiiiiiiiiiiiice,1,
2109,LOL!!! Bing!,1,
2110,"""Awww... I went to Australia back in 2005 with a program.. A group of probably between 30 and forty high school age kids... and over the course of the trip, this was deemed as our group song! Nostalgic memories! What a wonderful song and group.""",1,
2111,"""@mobbvillan1 108.5 ft lbs of torque is listed in the service manual. And your torquing the nut, not the actual clutch assembly. I've heard people say 6th gear and I've also heard 1st gear. I personally used 1st gear but when I do it again I'll try 6th.""",0,
2112,Wonderful!!,1,
2113,"""Kane lost his mask in the late 90's and early 00's, definetely not in 07 so something is messed up there. Really poor quailty.""",-1,
2114,Save the Constitution - Ron Paul for President 08,1,
